id	text	class_label
419	My phone's battery got damaged after prolonged use this app as bluetooth and location to be kept on. One day one Covid+ healthworker had come to our hospital n he was inches away from me. Being healthworker he didn't use this app n i didn't gky sny notification about his condition.	1
420	Very good	0
421	Terrible Bluetooth consumes lots of battery power. Permission to run the app at background makes the battery consumption even worse.	2
422	Brilliant idea! But sorry i dont seem to be getting OTP. How to rectify this? Pls advise how else can i register thks.	2
423	Very good	0
424	I don't know why? my ehteraz is not working after update anyone can help me please .	2
425	Very useful app.	0
426	Great way to keep track of where I go but the Bluetooth drained so much battery I ended up disabling it again	0
427	The app isn't opening . Please help me out with this app.	2
428	Drains the life out of your battery, which is incredibly annoying and unsafe if you need to be out and about alone for work . Constant notification you can't get rid of gets annoying pretty quick too. Had to uninstall	1
429	Good	0
430	Unable to proceed. Keeps indicating that my NRIC is invalid.	2
431	good	0
432	I have a Huawei p40 Pro. After installing the app l get a notification that l must upgrade. If you try a message states upgrade no longer available. At that point you cannot log in. Thus everything stops hence total failure. Further to your reply please note l downloaded the app in full. Upon entering the app the message l noted appeared. The message stated to add an upgrade. When l tried to upgrade a further message stated... No upgrade available. At that point the app stalls l have 256gb internal plus additional 128gb of memory. So more than enough. The issue is this so called upgrade which is in addition to the NHS app and the fact the upgrade has supposedly expired and is no longer available.	2
433	It should use the Apple/Google Exposure Notification framework. Otherwise, this is ineffective.	2
434	Good	0
435	App seems good but it is a bit of a battery hog!	1
436	Can't install. Why	2
437	Good	0
438	Very useful in qatar	0
439	So far ok	0
440	Good	0
441	Cant even validate nric properly and expecting usage from population. Did the government not even understand the basic principles of releasing a software application? Called bug testing?	2
442	So easy to install and totally worth it to get restrictions lifted. Happy to have it.	0
443	Great initiative by the federal government!	0
444	Working perfectly now... Thankyou for the timely response...	0
445	I don't like this app	1
446	Uninstalled, my phone almost exploded due the thermals	1
447	Good	0
448	Close everytime i open the app. I haven't even check anything	2
449	Nice	0
450	Good	0
451	Very useful app	0
452	No battery drain on android. Easy to use. Hopefully it does what it says on the tin.	1
453	This app does not work properly. It keeps kicking me out and too late to send the verification code.	2
454	Why does it drains my battery faster? Does anyone have the same experience?	1
455	Very good	0
456	good	0
457	It's good to see Australians working together	0
458	Nice	0
459	Agree with other reviews. Battery drain started on 8th August is making my phone unusable. Will have to uninstall app which is a pity, as I think its a great idea.	1
460	I installed this when it first came out. I’ve opened the app a few times. It always says it was updated 1 minute ago. When I check a few minutes later it says the same. Either it checks every minute, or it’s a glitch. I just uninstalled/reinstalled.... we’ll see what happens.	2
461	It tells me it's installed, but I can't see it anywhere. Took numerous attempts to get this far, giving up on it until they sort it out. Why are so many apps only half-finished on release?	1
462	Good	0
463	Drains to much battery with Bluetooth on all the time. In spite my data privacy concerns, I think it is a good move to improve contact tracing but the app could provide a list of the places, with date and time, where I checked in for my own control. It is already collecting my info so why not allow me to access it?	1
464	Very helpful	0
465	I think the app works, would like to know how many keys have been exchanged. There is no clear indication to know if the app really works or not (keys exchanged) Except for the updates of the number of cases. Something's like collected.5 keys on day xyz. Should more or less correspond to the number of People i meet.	0
466	they taking information and want permission for too much	1
467	This is garbage	0
468	Simple to install, simple to use. I agree with the comments below, you should explain the privacy matter in more details to technically illiterate people. Also, auto activation once or twice a day would make so much sense.	0
469	Good	0
470	Good	0
471	Very nice	0
472	ok	0
473	Awful app from pakistaan	1
474	The app is isn't bad it's the settings in our phone that aren't good. Everyone who has the problem of the app stopping go to settings in your phone, then open app settings, open ehteraz, under ehteraz open storage, under storage clear data and clear cache as well. After all the above go back to the app and restart your app. Thank me later.	0
475	best	0
476	Slow	1
477	This app uses up over 600MB of memory in the background! I mean why so much memory is needed!? You need to improve the app, low-end phones won't be able to run this app with the amount of memory needed!!! ??	1
478	Very good	0
479	Really it's great app	0
480	Very good ??	0
481	Can't connect to my bluetooth earpiece after the new update	2
482	Stop working.... huft	2
483	West app	1
484	Can not put in my phone number.	2
485	I've download it, with the new SAMSUNG phone, but this app did not even started properly. The Error Messages comming up at all times! Useless!	2
486	Super	0
487	Privacy-focused and fully functional app. Retarded citizens giving 1-star rating just because of their skewed language settings. Honestly... Have you (devs) thought about contacting Google about the review bombing? They've helped TikTok, might as well help you too.	0
